Date,SP500_Index,SP500_Daily_Pct,SP500_30D_Return_Pct,SP500_30D_Ann_Vol_Pct,SP500_Drawdown_Pct,NASDAQ_Index,NASDAQ_Daily_Pct,NASDAQ_30D_Return_Pct,NASDAQ_30D_Ann_Vol_Pct,NASDAQ_Drawdown_Pct,MSCI_World_Index,MSCI_World_Daily_Pct,MSCI_World_30D_Return_Pct,MSCI_World_30D_Ann_Vol_Pct,MSCI_World_Drawdown_Pct
2025-04-10,4974.71,-1.2831,2.9888,13.3899,-1.3643,15004.85,0.6438,-2.1927,20.4791,-7.9621,3021.04,0.9534,5.9999,12.0029,-1.422
2025-04-11,4944.37,-0.6099,2.5146,13.5306,-1.9659,15157.86,1.0197,-1.7103,20.6528,-7.0236,3060.5,1.3062,8.9382,11.3882,-0.1344
2025-04-12,4886.96,-1.1611,0.6199,13.8681,-3.1042,15129.64,-0.1862,-4.4841,18.9206,-7.1967,3107.19,1.5256,10.1907,11.9393,0.0
2025-04-13,4929.71,0.8748,1.4795,14.0854,-2.2566,15189.82,0.3978,-3.4514,18.9151,-6.8276,3116.84,0.3106,10.0346,11.9334,0.0
2025-04-14,4985.58,1.1333,1.8544,14.2879,-1.1488,15094.75,-0.6259,-4.4955,18.8923,-7.4107,3174.23,1.8413,12.2505,12.6173,0.0
2025-04-15,4938.04,-0.9536,0.7794,14.5886,-2.0914,15412.27,2.1035,-0.5225,19.1586,-5.4631,3192.22,0.5668,12.3827,12.6269,0.0
2025-04-16,4931.81,-0.1262,0.5681,14.5946,-2.2149,15165.38,-1.6019,-3.3361,19.3032,-6.9775,3202.84,0.3327,12.8647,12.5435,0.0
2025-04-17,4951.22,0.3936,-0.1927,14.2413,-1.8301,14899.95,-1.7502,-6.2062,19.426,-8.6056,3205.46,0.0818,11.2926,12.1404,0.0
2025-04-18,4898.15,-1.0719,-1.2259,14.5749,-2.8823,14877.51,-0.1506,-5.5654,19.3365,-8.7432,3187.24,-0.5684,9.7021,12.3285,-0.5684
2025-04-19,4942.62,0.9079,0.4994,14.6264,-2.0006,14913.45,0.2416,-4.1597,19.1142,-8.5228,3180.35,-0.2162,8.7507,12.3759,-0.7834
2025-04-20,4897.09,-0.9212,0.7408,14.4755,-2.9033,15382.45,3.1448,-0.6006,21.2922,-5.646,3183.07,0.0855,10.1206,11.6177,-0.6985
2025-04-21,4834.36,-1.281,-0.6237,14.963,-4.1471,15598.68,1.4057,2.4335,21.1264,-4.3197,3173.82,-0.2906,9.8177,11.7146,-0.9871
2025-04-22,4796.98,-0.7732,-0.5114,14.91,-4.8883,15713.09,0.7335,2.4264,21.1245,-3.6179,3174.95,0.0356,9.2366,11.7165,-0.9518
2025-04-23,4781.2,-0.329,-1.5564,14.7672,-5.2011,15536.86,-1.1215,-0.1318,21.0216,-4.6989,3117.86,-1.7981,6.4399,13.0947,-2.7328
2025-04-24,4743.64,-0.7856,-2.6059,14.8832,-5.9458,15342.95,-1.2481,-1.556,21.323,-5.8883,3144.89,0.8669,7.4273,13.2028,-1.8896
2025-04-25,4798.86,1.1641,-1.204,15.3015,-4.851,15149.53,-1.2606,-0.4948,20.5533,-7.0747,3100.58,-1.409,4.161,13.3123,-3.2719
2025-04-26,4799.96,0.0229,-0.5917,15.2105,-4.8292,15307.82,1.0449,-1.5564,19.7947,-6.1038,3106.23,0.1822,3.953,13.2931,-3.0957
2025-04-27,4736.82,-1.3154,-1.8526,15.6707,-6.0811,15499.36,1.2513,-0.9736,20.0515,-4.9289,3109.96,0.1201,4.6145,13.1518,-2.9793
2025-04-28,4753.17,0.3452,-2.0821,15.6022,-5.7569,15682.28,1.1802,-0.134,20.3318,-3.8069,3107.72,-0.072,5.1095,13.0052,-3.0492
2025-04-29,4690.36,-1.3214,-4.1739,15.7728,-7.0023,15492.55,-1.2098,0.7342,19.721,-4.9706,3092.34,-0.4949,4.1153,13.1148,-3.529
2025-04-30,4759.5,1.4741,-1.6819,16.1681,-5.6314,15207.89,-1.8374,-0.9959,20.4505,-6.7167,3115.34,0.7438,4.1651,13.1334,-2.8115
2025-05-01,4706.89,-1.1054,-4.5151,15.4219,-6.6745,15227.32,0.1278,-0.9516,20.4529,-6.5975,3130.57,0.4889,4.1617,13.1326,-2.3363
2025-05-02,4688.17,-0.3977,-4.3352,15.3854,-7.0457,15324.18,0.6361,-0.4839,20.5363,-6.0034,3151.98,0.6839,5.0068,13.1999,-1.6684
2025-05-03,4697.62,0.2016,-3.0891,15.1501,-6.8583,15368.95,0.2922,-0.9705,20.4203,-5.7288,3135.09,-0.5359,3.4693,13.14,-2.1953
2025-05-04,4664.28,-0.7097,-5.1939,14.4653,-7.5194,15528.59,1.0387,1.1424,20.3957,-4.7496,3164.09,0.925,5.6948,12.726,-1.2906
2025-05-05,4622.16,-0.903,-7.14,14.0301,-8.3545,15700.12,1.1046,2.8843,20.5225,-3.6974,3136.97,-0.8571,5.289,12.9453,-2.1367
2025-05-06,4634.15,0.2594,-7.7364,13.6899,-8.1168,15963.38,1.6768,5.6274,20.7556,-2.0826,3144.63,0.2442,5.3827,12.9466,-1.8977
2025-05-07,4567.46,-1.4391,-8.5028,14.0765,-9.439,16131.69,1.0544,7.0348,20.8538,-1.0502,3115.12,-0.9384,3.6301,13.2258,-2.8183
2025-05-08,4613.41,1.006,-8.528,14.0539,-8.528,15797.35,-2.0726,7.3219,20.5853,-3.101,3135.1,0.6414,3.8677,13.2862,-2.195
2025-05-09,4558.53,-1.1896,-9.5417,14.2744,-9.6161,15660.44,-0.8667,5.0411,20.5838,-3.9408,3110.95,-0.7703,3.9579,13.2329,-2.9484
2025-05-10,4505.88,-1.155,-9.4243,14.2047,-10.66,15617.82,-0.2722,4.0851,20.5727,-4.2023,3139.53,0.9187,3.9222,13.2146,-2.0568
2025-05-11,4500.69,-0.1152,-8.9734,14.191,-10.7629,16002.42,2.4626,5.5718,21.5114,-1.8432,3094.22,-1.4432,1.1018,13.4908,-3.4703
2025-05-12,4408.8,-2.0417,-9.7844,14.864,-12.5849,15860.67,-0.8858,4.8318,21.7123,-2.7126,3060.95,-1.0752,-1.4882,13.1024,-4.5082
2025-05-13,4408.99,0.0043,-10.5629,14.4551,-12.5811,15799.41,-0.3862,4.0131,21.7585,-3.0884,3055.32,-0.1839,-1.9738,13.0636,-4.6839
2025-05-14,4379.71,-0.6641,-12.1524,13.7553,-13.1616,15756.3,-0.2729,4.3826,21.6744,-3.3528,3058.5,0.1041,-3.6459,11.769,-4.5847
2025-05-15,4394.41,0.3356,-11.009,13.834,-12.8702,15905.89,0.9494,3.2028,21.0197,-2.4353,3094.01,1.161,-3.0765,12.1893,-3.4769
2025-05-16,4390.84,-0.0812,-10.969,13.8419,-12.941,15843.23,-0.3939,4.4697,20.4467,-2.8196,3098.01,0.1293,-3.273,12.1406,-3.3521
2025-05-17,4429.13,0.872,-10.5447,14.1413,-12.1818,15904.93,0.3894,6.7449,19.6398,-2.4412,3114.6,0.5355,-2.8345,12.2727,-2.8345
2025-05-18,4392.66,-0.8234,-10.32,14.0517,-12.9049,15622.23,-1.7774,5.0057,20.4591,-4.1752,3087.95,-0.8556,-3.1152,12.397,-3.6659
2025-05-19,4426.66,0.774,-10.439,13.9519,-12.2307,15644.89,0.145,4.9046,20.4582,-4.0362,3079.12,-0.286,-3.183,12.4042,-3.9414
2025-05-20,4427.49,0.0188,-9.5894,13.891,-12.2143,15890.62,1.5707,3.3036,18.9184,-2.5289,3056.39,-0.7382,-3.9798,12.5236,-4.6505
2025-05-21,4406.86,-0.466,-8.8429,13.6049,-12.6233,16013.12,0.7709,2.6569,18.6294,-1.7775,3051.21,-0.1695,-3.8632,12.5152,-4.8121
2025-05-22,4416.68,0.2228,-7.9279,13.6131,-12.4286,15968.82,-0.2766,1.6275,18.558,-2.0493,3053.38,0.0711,-3.829,12.5196,-4.7444
2025-05-23,4385.42,-0.7078,-8.2778,13.6712,-13.0484,16153.5,1.1565,3.9689,18.4715,-0.9165,3035.45,-0.5872,-2.6432,11.5711,-5.3038
2025-05-24,4361.94,-0.5354,-8.0466,13.6105,-13.514,16336.81,1.1348,6.4776,18.2088,0.0,3047.29,0.3901,-3.1034,11.3092,-4.9344
2025-05-25,4340.74,-0.486,-9.5464,12.9162,-13.9343,16428.04,0.5584,8.4393,17.6827,0.0,3064.37,0.5605,-1.1678,10.7594,-4.4016
2025-05-26,4348.93,0.1887,-9.3965,12.9645,-13.7719,16580.42,0.9276,8.3134,17.6417,0.0,3014.41,-1.6304,-2.956,11.6815,-5.9601
2025-05-27,4345.05,-0.0892,-8.2707,12.6335,-13.8489,16814.09,1.4093,8.4825,17.7236,0.0,2981.75,-1.0835,-4.1226,12.0032,-6.979
2025-05-28,4259.54,-1.968,-10.3853,13.3883,-15.5443,16658.6,-0.9248,6.2256,17.8419,-0.9248,2960.93,-0.6982,-4.7234,12.1103,-7.6285
