Date,US_Bond_Index,US_Bond_Daily_Pct,US_Bond_30D_Return_Pct,US_Bond_30D_Ann_Vol_Pct,US_Bond_Drawdown_Pct,Corporate_Bond_Index,Corporate_Bond_Daily_Pct,Corporate_Bond_30D_Return_Pct,Corporate_Bond_30D_Ann_Vol_Pct,Corporate_Bond_Drawdown_Pct,PPF_Value,PPF_Daily_Pct,PPF_30D_Return_Pct,PPF_30D_Ann_Vol_Pct,PPF_Drawdown_Pct,FD_Value,FD_Daily_Pct,FD_30D_Return_Pct,FD_30D_Ann_Vol_Pct,FD_Drawdown_Pct
2025-03-06,109.97,0.2279,0.0,3.4695,-0.6953,96.66,-0.3094,0.0,4.7486,-0.33,100.3,0.0199,0.0,0.0891,0.0,100.17,0.01,0.0,0.0561,0.0
2025-03-07,109.99,0.0182,0.0,3.3667,-0.6773,96.55,-0.1138,0.0,4.6773,-0.4434,100.32,0.0199,0.0,0.0869,0.0,100.18,0.01,0.0,0.0544,0.0
2025-03-08,109.96,-0.0273,0.0,3.2733,-0.7044,95.88,-0.6939,0.0,5.3684,-1.1343,100.33,0.01,0.0,0.0891,0.0,100.19,0.01,0.0,0.0529,0.0
2025-03-09,109.89,-0.0637,0.0,3.1936,-0.7676,95.64,-0.2503,0.0,5.3322,-1.3817,100.35,0.0199,0.0,0.0872,0.0,100.2,0.01,0.0,0.0515,0.0
2025-03-10,110.27,0.3458,0.0,3.3413,-0.4244,95.85,0.2196,0.0,5.2368,-1.1652,100.37,0.0199,0.0,0.0854,0.0,100.22,0.02,0.0,0.0609,0.0
2025-03-11,110.23,-0.0363,0.0,3.2648,-0.4605,95.6,-0.2608,0.0,5.2129,-1.423,100.39,0.0199,0.0,0.0837,0.0,100.23,0.01,0.0,0.0595,0.0
2025-03-12,110.2,-0.0272,0.0,3.1921,-0.4876,95.73,0.136,0.0,5.1054,-1.2889,100.41,0.0199,0.0,0.0821,0.0,100.24,0.01,0.0,0.0581,0.0
2025-03-13,110.37,0.1543,0.0,3.1577,-0.3341,96.35,0.6477,0.0,5.3748,-0.6496,100.43,0.0199,0.0,0.0806,0.0,100.25,0.01,0.0,0.0569,0.0
2025-03-14,110.38,0.0091,0.0,3.0912,-0.3251,96.2,-0.1557,0.0,5.3057,-0.8043,100.45,0.0199,0.0,0.0792,0.0,100.26,0.01,0.0,0.0557,0.0
2025-03-15,110.57,0.1721,0.0,3.0685,-0.1535,96.31,0.1143,0.0,5.2023,-0.6909,100.46,0.01,0.0,0.0815,0.0,100.27,0.01,0.0,0.0546,0.0
2025-03-16,110.6,0.0271,0.0,3.009,-0.1264,95.85,-0.4776,0.0,5.3528,-1.1652,100.48,0.0199,0.0,0.0802,0.0,100.28,0.01,0.0,0.0535,0.0
2025-03-17,110.63,0.0271,0.0,2.9529,-0.0993,96.15,0.313,0.0,5.3193,-0.8558,100.5,0.0199,0.0,0.079,0.0,100.29,0.01,0.0,0.0525,0.0
2025-03-18,110.91,0.2531,0.0,2.9796,0.0,96.44,0.3016,0.0,5.2785,-0.5568,100.52,0.0199,0.0,0.0778,0.0,100.3,0.01,0.0,0.0516,0.0
2025-03-19,110.91,0.0,0.0,2.9289,0.0,96.25,-0.197,0.0,5.2368,-0.7527,100.54,0.0199,0.0,0.0767,0.0,100.31,0.01,0.0,0.0507,0.0
2025-03-20,110.71,-0.1803,0.6455,2.9897,-0.1803,95.97,-0.2909,1.0211,5.3253,-1.0415,100.56,0.0199,0.56,0.0547,0.0,100.32,0.01,0.32,0.0402,0.0
2025-03-21,110.43,-0.2529,0.2269,3.0607,-0.4328,95.85,-0.125,0.335,5.1052,-1.1652,100.58,0.0199,0.5599,0.0547,0.0,100.33,0.01,0.32,0.0402,0.0
2025-03-22,110.45,0.0181,0.537,2.9272,-0.4148,95.48,-0.386,0.1363,5.2037,-1.5467,100.59,0.0099,0.5498,0.06,0.0,100.34,0.01,0.3199,0.0402,0.0
2025-03-23,110.23,-0.1992,0.474,2.9614,-0.6131,95.65,0.178,0.0418,5.1685,-1.3714,100.61,0.0199,0.5497,0.06,0.0,100.36,0.0199,0.3299,0.0483,0.0
2025-03-24,110.42,0.1724,0.6563,2.9946,-0.4418,95.98,0.345,0.2088,5.2401,-1.0311,100.63,0.0199,0.5596,0.0547,0.0,100.37,0.01,0.3299,0.0483,0.0
2025-03-25,110.49,0.0634,0.2632,2.7023,-0.3787,96.03,0.0521,0.3868,5.2263,-0.9796,100.65,0.0199,0.5595,0.0547,0.0,100.38,0.01,0.3298,0.0483,0.0
2025-03-26,110.43,-0.0543,-0.0905,2.5627,-0.4328,95.49,-0.5623,-0.1255,5.4847,-1.5364,100.67,0.0199,0.5594,0.0547,0.0,100.39,0.01,0.3298,0.0484,0.0
2025-03-27,110.28,-0.1358,-0.1901,2.59,-0.568,95.98,0.5131,0.0417,5.5979,-1.0311,100.69,0.0199,0.5593,0.0547,0.0,100.4,0.01,0.3197,0.0402,0.0
2025-03-28,110.28,0.0,-0.3614,2.5346,-0.568,96.14,0.1667,0.7018,5.4171,-0.8662,100.71,0.0199,0.5592,0.0546,0.0,100.41,0.01,0.3197,0.0402,0.0
2025-03-29,110.42,0.1269,-0.289,2.5597,-0.4418,96.22,0.0832,0.5119,5.3693,-0.7837,100.73,0.0199,0.559,0.0546,0.0,100.42,0.01,0.3197,0.0402,0.0
2025-03-30,110.63,0.1902,0.1176,2.5452,-0.2525,95.74,-0.4989,-0.385,5.4464,-1.2786,100.74,0.0099,0.549,0.0599,0.0,100.43,0.01,0.3196,0.0402,0.0
2025-03-31,110.36,-0.2441,0.0363,2.6017,-0.4959,95.72,-0.0209,-0.2189,5.4213,-1.2992,100.76,0.0199,0.5589,0.0547,0.0,100.44,0.01,0.3196,0.0402,0.0
2025-04-01,110.81,0.4078,0.654,2.7769,-0.0902,95.74,0.0209,-0.664,5.2317,-1.2786,100.78,0.0198,0.5588,0.0546,0.0,100.45,0.01,0.3196,0.0402,0.0
2025-04-02,110.67,-0.1263,0.5451,2.808,-0.2164,95.78,0.0418,-0.8899,5.1626,-1.2374,100.8,0.0198,0.5587,0.0546,0.0,100.46,0.01,0.3196,0.0402,0.0
2025-04-03,110.41,-0.2349,0.2633,2.9005,-0.4508,95.97,0.1984,-1.0415,5.0827,-1.0415,100.82,0.0198,0.5585,0.0546,0.0,100.47,0.01,0.3195,0.0402,0.0
2025-04-04,110.77,0.3261,0.957,2.8188,-0.1262,95.72,-0.2605,-1.2789,5.1245,-1.2992,100.84,0.0198,0.5584,0.0546,0.0,100.48,0.01,0.3195,0.0402,0.0
2025-04-05,111.07,0.2708,1.0003,2.8474,0.0,95.59,-0.1358,-1.107,5.0703,-1.4333,100.86,0.0198,0.5583,0.0545,0.0,100.5,0.0199,0.3294,0.0483,0.0
2025-04-06,111.29,0.1981,1.1819,2.8865,0.0,95.37,-0.2301,-1.2222,5.0968,-1.6601,100.88,0.0198,0.5582,0.0545,0.0,100.51,0.01,0.3294,0.0483,0.0
2025-04-07,111.14,-0.1348,1.0731,2.9246,-0.1348,95.31,-0.0629,-0.5945,4.707,-1.722,100.89,0.0099,0.5582,0.0546,0.0,100.52,0.0099,0.3294,0.0483,0.0
2025-04-08,111.4,0.2339,1.3741,2.9637,0.0,94.78,-0.5561,-0.8992,4.9161,-2.2685,100.91,0.0198,0.558,0.0546,0.0,100.53,0.0099,0.3293,0.0483,0.0
2025-04-09,111.39,-0.009,1.0157,2.8267,-0.009,95.07,0.306,-0.8138,4.9604,-1.9695,100.93,0.0198,0.5579,0.0546,0.0,100.54,0.0099,0.3193,0.0401,0.0
2025-04-10,111.07,-0.2873,0.762,2.9707,-0.2962,95.22,0.1578,-0.3975,4.937,-1.8148,100.95,0.0198,0.5578,0.0545,0.0,100.55,0.0099,0.3193,0.0401,0.0
2025-04-11,110.92,-0.135,0.6534,3.0036,-0.4309,95.46,0.252,-0.282,4.9787,-1.5673,100.97,0.0198,0.5577,0.0545,0.0,100.56,0.0099,0.3192,0.0401,0.0
2025-04-12,110.64,-0.2524,0.2446,3.0782,-0.6822,95.42,-0.0419,-0.9652,4.5731,-1.6086,100.99,0.0198,0.5576,0.0545,0.0,100.57,0.0099,0.3192,0.0401,0.0
2025-04-13,110.86,0.1988,0.4349,3.1273,-0.4847,95.52,0.1048,-0.7069,4.5741,-1.5055,101.01,0.0198,0.5575,0.0545,0.0,100.58,0.0099,0.3192,0.0401,0.0
2025-04-14,111.14,0.2526,0.5155,3.1709,-0.2334,95.38,-0.1466,-0.9656,4.5684,-1.6498,101.02,0.0099,0.5574,0.0545,0.0,100.59,0.0099,0.3191,0.0401,0.0
2025-04-15,110.91,-0.2069,0.2803,3.2365,-0.4399,95.86,0.5033,0.0104,4.6211,-1.1549,101.04,0.0198,0.5573,0.0545,0.0,100.6,0.0099,0.3191,0.0401,0.0
2025-04-16,110.88,-0.027,0.226,3.2378,-0.4668,95.49,-0.386,-0.6864,4.6547,-1.5364,101.06,0.0198,0.5572,0.0545,0.0,100.61,0.0099,0.3191,0.0401,0.0
2025-04-17,110.98,0.0902,0.0631,3.1641,-0.377,95.09,-0.4189,-1.3998,4.6869,-1.9489,101.08,0.0198,0.5571,0.0545,0.0,100.63,0.0199,0.329,0.0482,0.0
2025-04-18,110.72,-0.2343,-0.1713,3.2376,-0.6104,95.06,-0.0315,-1.2364,4.6653,-1.9798,101.1,0.0198,0.557,0.0544,0.0,100.64,0.0099,0.329,0.0482,0.0
2025-04-19,110.95,0.2077,0.2168,3.2508,-0.4039,95.12,0.0631,-0.8857,4.613,-1.9179,101.12,0.0198,0.5569,0.0544,0.0,100.65,0.0099,0.3289,0.0482,0.0
2025-04-20,110.72,-0.2073,0.2626,3.2216,-0.6104,95.84,0.7569,-0.0104,5.1328,-1.1755,101.14,0.0198,0.5568,0.0544,0.0,100.66,0.0099,0.3289,0.0482,0.0
2025-04-21,110.41,-0.28,-0.0362,3.3283,-0.8887,96.16,0.3339,0.7122,5.086,-0.8455,101.16,0.0198,0.5667,0.048,0.0,100.67,0.0099,0.3289,0.0482,0.0
2025-04-22,110.22,-0.1721,-0.0091,3.3152,-1.0592,96.34,0.1872,0.7214,5.0885,-0.6599,101.17,0.0099,0.5566,0.0544,0.0,100.68,0.0099,0.3189,0.04,0.0
2025-04-23,110.14,-0.0726,-0.2536,3.2803,-1.1311,96.08,-0.2699,0.1042,5.0639,-0.928,101.19,0.0198,0.5565,0.0544,0.0,100.69,0.0099,0.3188,0.04,0.0
2025-04-24,109.96,-0.1634,-0.4797,3.3031,-1.2926,95.8,-0.2914,-0.2395,5.133,-1.2167,101.21,0.0198,0.5564,0.0544,0.0,100.7,0.0099,0.3188,0.0401,0.0
2025-04-25,110.24,0.2546,-0.1721,3.392,-1.0413,95.51,-0.3027,0.0209,4.9407,-1.5158,101.23,0.0198,0.5563,0.0544,0.0,100.71,0.0099,0.3188,0.0401,0.0
2025-04-26,110.25,0.0091,-0.0272,3.3695,-1.0323,95.75,0.2513,-0.2396,4.7598,-1.2683,101.25,0.0198,0.5562,0.0544,0.0,100.72,0.0099,0.3187,0.0401,0.0
2025-04-27,109.93,-0.2902,-0.3174,3.4724,-1.3196,96.04,0.3029,-0.104,4.8192,-0.9693,101.27,0.0198,0.5561,0.0543,0.0,100.73,0.0099,0.3187,0.0401,0.0
2025-04-28,110.02,0.0819,-0.3623,3.4594,-1.2388,96.32,0.2915,0.1039,4.8889,-0.6806,101.29,0.0197,0.5559,0.0543,0.0,100.74,0.0099,0.3187,0.0401,0.0
2025-04-29,109.7,-0.2909,-0.8406,3.496,-1.526,96.04,-0.2907,0.3133,4.7377,-0.9693,101.31,0.0197,0.5658,0.048,0.0,100.76,0.0199,0.3286,0.0481,0.0
2025-04-30,110.06,0.3282,-0.2718,3.5809,-1.2029,95.62,-0.4373,-0.1045,4.9125,-1.4024,101.32,0.0099,0.5558,0.0544,0.0,100.77,0.0099,0.3286,0.0481,0.0
2025-05-01,109.79,-0.2453,-0.9205,3.4172,-1.4452,95.65,0.0314,-0.094,4.913,-1.3714,101.34,0.0197,0.5557,0.0543,0.0,100.78,0.0099,0.3285,0.0481,0.0
2025-05-02,109.7,-0.082,-0.8765,3.4088,-1.526,95.8,0.1568,0.0209,4.9334,-1.2167,101.36,0.0197,0.5556,0.0543,0.0,100.79,0.0099,0.3285,0.0481,0.0
2025-05-03,109.75,0.0456,-0.5978,3.3582,-1.4811,95.87,0.0731,-0.1042,4.9031,-1.1446,101.38,0.0197,0.5554,0.0543,0.0,100.8,0.0099,0.3285,0.0482,0.0
2025-05-04,109.58,-0.1549,-1.0743,3.214,-1.6338,96.12,0.2608,0.4179,4.898,-0.8868,101.4,0.0197,0.5553,0.0543,0.0,100.81,0.0099,0.3284,0.0482,0.0
2025-05-05,109.36,-0.2008,-1.5396,3.1121,-1.8312,96.37,0.2601,0.816,4.9268,-0.629,101.42,0.0197,0.5552,0.0542,0.0,100.82,0.0099,0.3184,0.04,0.0
2025-05-06,109.43,0.064,-1.6713,3.0421,-1.7684,96.76,0.4047,1.4575,4.9815,-0.2269,101.44,0.0197,0.5551,0.0542,0.0,100.83,0.0099,0.3184,0.04,0.0
2025-05-07,109.08,-0.3198,-1.8535,3.1298,-2.0826,97.01,0.2584,1.7837,5.0059,0.0,101.46,0.0197,0.565,0.0479,0.0,100.84,0.0099,0.3183,0.04,0.0
2025-05-08,109.33,0.2292,-1.8582,3.1259,-1.8582,96.53,-0.4948,1.8464,4.9432,-0.4948,101.48,0.0197,0.5649,0.0479,0.0,100.85,0.0099,0.3183,0.04,0.0
2025-05-09,109.04,-0.2653,-2.1097,3.1757,-2.1185,96.33,-0.2072,1.3253,4.9464,-0.701,101.49,0.0099,0.5548,0.0543,0.0,100.86,0.0099,0.3183,0.04,0.0
2025-05-10,108.77,-0.2476,-2.0708,3.1543,-2.3609,96.27,-0.0623,1.1027,4.9437,-0.7628,101.51,0.0197,0.5547,0.0542,0.0,100.87,0.0099,0.3182,0.04,0.0
2025-05-11,108.74,-0.0276,-1.9654,3.1502,-2.3878,96.84,0.5921,1.4456,5.1654,-0.1752,101.53,0.0197,0.5546,0.0542,0.0,100.89,0.0198,0.3282,0.0481,0.0
2025-05-12,108.25,-0.4506,-2.1602,3.3009,-2.8276,96.64,-0.2065,1.2786,5.2123,-0.3814,101.55,0.0197,0.5545,0.0542,0.0,100.9,0.0099,0.3281,0.0481,0.0
2025-05-13,108.25,0.0,-2.3543,3.2079,-2.8276,96.55,-0.0931,1.0783,5.2234,-0.4742,101.57,0.0197,0.5544,0.0542,0.0,100.91,0.0099,0.3281,0.0481,0.0
2025-05-14,108.1,-0.1386,-2.7353,3.0529,-2.9623,96.49,-0.0621,1.1638,5.2034,-0.536,101.59,0.0197,0.5642,0.0478,0.0,100.92,0.0099,0.3281,0.0481,0.0
2025-05-15,108.18,0.074,-2.4615,3.0697,-2.8905,96.72,0.2384,0.8971,5.0525,-0.2989,101.61,0.0197,0.5641,0.0478,0.0,100.93,0.0099,0.328,0.0481,0.0
2025-05-16,108.16,-0.0185,-2.4531,3.0712,-2.9084,96.63,-0.0931,1.1938,4.9122,-0.3917,101.63,0.0197,0.564,0.0478,0.0,100.94,0.0099,0.328,0.0481,0.0
2025-05-17,108.38,0.2034,-2.3428,3.1432,-2.711,96.73,0.1035,1.7247,4.7176,-0.2886,101.64,0.0098,0.554,0.0542,0.0,100.95,0.0099,0.318,0.0399,0.0
2025-05-18,108.18,-0.1845,-2.2941,3.1251,-2.8905,96.31,-0.4342,1.315,4.9234,-0.7216,101.66,0.0197,0.5539,0.0542,0.0,100.96,0.0099,0.318,0.0399,0.0
2025-05-19,108.37,0.1756,-2.3254,3.1009,-2.7199,96.35,0.0415,1.2931,4.9231,-0.6803,101.68,0.0197,0.5538,0.0541,0.0,100.97,0.0099,0.3179,0.04,0.0
2025-05-20,108.38,0.0092,-2.1134,3.0861,-2.711,96.72,0.384,0.9182,4.5585,-0.2989,101.7,0.0197,0.5537,0.0541,0.0,100.98,0.0099,0.3179,0.04,0.0
2025-05-21,108.27,-0.1015,-1.9382,3.0238,-2.8097,96.9,0.1861,0.7696,4.4928,-0.1134,101.72,0.0197,0.5536,0.0541,0.0,100.99,0.0099,0.3179,0.04,0.0
2025-05-22,108.33,0.0554,-1.7148,3.0257,-2.7558,96.84,-0.0619,0.519,4.4731,-0.1752,101.74,0.0197,0.5634,0.0478,0.0,101.0,0.0099,0.3178,0.04,0.0
2025-05-23,108.16,-0.1569,-1.7977,3.0392,-2.9084,97.11,0.2788,1.072,4.4492,0.0,101.76,0.0197,0.5633,0.0477,0.0,101.02,0.0198,0.3277,0.048,0.0
2025-05-24,108.04,-0.1109,-1.7461,3.0275,-3.0162,97.38,0.278,1.6493,4.3909,0.0,101.78,0.0197,0.5632,0.0477,0.0,101.03,0.0099,0.3277,0.048,0.0
2025-05-25,107.92,-0.1111,-2.1045,2.8808,-3.1239,97.51,0.1335,2.094,4.2623,0.0,101.8,0.0197,0.5631,0.0477,0.0,101.04,0.0099,0.3277,0.048,0.0
2025-05-26,107.97,0.0463,-2.068,2.8917,-3.079,97.74,0.2359,2.0783,4.2568,0.0,101.81,0.0098,0.5531,0.0541,0.0,101.05,0.0099,0.3276,0.048,0.0
2025-05-27,107.95,-0.0185,-1.8011,2.8178,-3.0969,98.07,0.3376,2.1137,4.2745,0.0,101.83,0.0196,0.553,0.0541,0.0,101.06,0.0099,0.3276,0.048,0.0
2025-05-28,107.48,-0.4354,-2.3087,2.9846,-3.5189,97.85,-0.2243,1.5885,4.3037,-0.2243,101.85,0.0196,0.5529,0.054,0.0,101.07,0.0099,0.3276,0.048,0.0
